"","관측소명","GENNUM","관측소표준코드","최초설치","구분","설치년도","경도.도","경도.분","경도.초","위도.도","위도.분","위도.초","표고.El.m.","심도.m.","경도","위도"
"37","곡성동계",737570,"JN-GKS-E1-0003","수질","심부2",2017,127,21,40.09,35,9,13.64,70.2,80,127.3611361,35.15378889
"38","곡성동계",737569,"JN-GKS-E1-0001","수질","천부",2017,127,21,40.09,35,9,13.64,70.2,16,127.3611361,35.15378889
"39","곡성목동",NA,"JN-GKS-E1-0008","수질","심부1",2018,127,20,28.83,35,17,39.79,58.856,30,127.3413417,35.29438611
"40","곡성목동",737572,"JN-GKS-E1-0009","수질","심부2",2018,127,20,28.83,35,17,39.79,58.817,80,127.3413417,35.29438611
"41","곡성목동",737571,"JN-GKS-E1-0007","수질","천부",2018,127,20,28.83,35,17,39.79,58.863,10,127.3413417,35.29438611
"42","곡성목사동",82033,"JN-GKS-L1-0005","국가","암반",2002,127,18,30,35,6,5,103.551,70,127.30635,35.1046
"43","곡성백곡",NA,"JN-GKS-E1-0011","수질","심부1",2018,127,20,51.3,35,18,52.11,67.673,30,127.3475833,35.314475
"44","곡성백곡",737574,"JN-GKS-E1-0012","수질","심부2",2018,127,20,51.3,35,18,52.11,67.687,80,127.3475833,35.314475
"45","곡성백곡",737573,"JN-GKS-E1-0010","수질","천부",2018,127,20,51.3,35,18,52.11,67.63,10,127.3475833,35.314475
"46","곡성석곡",NA,"JN-GKS-E1-0005","수질","심부1",2017,127,15,16.07,35,8,6.41,68.4,46,127.2544639,35.13511389
"47","곡성석곡",769733,"JN-GKS-E1-0006","수질","심부2",2017,127,15,16.07,35,8,6.41,68.4,80,127.2544639,35.13511389
"48","곡성석곡",769734,"JN-GKS-E1-0004","수질","천부",2017,127,15,16.07,35,8,6.41,68.4,14,127.2544639,35.13511389
"49","곡성옥과",615513,"JN-GKS-L1-0006","국가","암반",2013,127,8,44,35,16,39,91.25,100,127.1456056,35.27744722
"50","곡성입면",11776,"JN-GKS-L1-0001","국가","암반",1996,127,12,19,35,17,38,82.07,63,127.2035167,35.29695
"51","곡성입면",11777,"JN-GKS-L1-0002","국가","충적",1996,127,12,19,35,17,38,82.07,8.6,127.2035167,35.29695
"52","광양광양",637533,"JN-GWY-L1-0002","국가","암반",2015,127,34,59,34,56,39,8.114,103.5,127.5830833,34.94425
"53","광양마동",NA,"JN-GWY-E1-0002","수질","심부1",2014,127,41,51.66,34,57,12.62,66.25,30,127.6976833,34.95350556
"54","광양마동",769737,"JN-GWY-E1-0003","수질","심부2",2014,127,41,51.66,34,57,12.62,66.25,80,127.6976833,34.95350556
"55","광양마동",769738,"JN-GWY-E1-0001","수질","천부",2014,127,41,51.66,34,57,12.62,66.25,10,127.6976833,34.95350556
"56","광양봉강",95527,"JN-GWY-L1-0001","국가","암반",2005,127,34,38,35,0,49,53.77,70,127.5773139,35.0138
"57","광양석사",NA,"JN-GWY-E1-0008","수질","심부1",2014,127,34,23.7,35,58,58.33,27.96,30,127.5733944,34.982925
"58","광양석사",769739,"JN-GWY-E1-0009","수질","심부2",2014,127,34,23.7,35,58,58.33,27.96,80,127.5733944,34.982925
"59","광양석사",769740,"JN-GWY-E1-0007","수질","천부",2014,127,34,23.7,35,58,58.33,27.96,10,127.5733944,34.982925
"60","광양조령",NA,"JN-GWY-E1-0005","수질","심부1",2014,NA,NA,NA,NA,NA,NA,116.96,30,127.5654361,35.05171944
"61","광양조령",771425,"JN-GWY-E1-0006","수질","심부2",2014,NA,NA,NA,NA,NA,NA,116.96,80,127.5654361,35.05171944
"62","광양조령",771426,"JN-GWY-E1-0004","수질","천부",2014,NA,NA,NA,NA,NA,NA,116.96,10,127.5654361,35.05171944
"63","광양진상",637534,"JN-GWY-L1-0003","국가","암반",2015,127,43,15,35,1,55,18.357,103,127.7209667,35.03208889
"64","광주운림",NA,"GJ-DGK-E1-0002","수질","심부1",2010,NA,NA,NA,NA,NA,NA,134.5,30,126.9593778,35.13345833
"65","광주운림",NA,"GJ-DGK-E1-0003","수질","심부2",2010,NA,NA,NA,NA,NA,NA,134.5,80,126.9593778,35.13345833
"66","광주운림",NA,"GJ-DGK-E1-0001","수질","천부",2010,NA,NA,NA,NA,NA,NA,134.5,10,126.9593778,35.13345833
"67","광주운정",84006,"GJ-BKK-L1-0001","국가","암반",2003,126,56,45,35,13,35,61.543,70,126.9440056,35.22955
"68","광주유덕",442,"GJ-SOK-L1-0001","국가","암반",1995,126,51,33,35,9,43,19.653,70,126.8573611,35.16500556
"69","광주유덕",443,"GJ-SOK-L1-0002","국가","충적",1995,126,51,33,35,9,43,19.859,10,126.8573611,35.16500556
"70","광주임곡",NA,"GJ-GSK-E1-0002","수질","심부1",2014,126,44,49.73,35,13,15.74,41.23,30,126.7473028,35.21995556
"71","광주임곡",769743,"GJ-GSK-E1-0003","수질","심부2",2014,126,44,49.73,35,13,15.74,41.23,80,126.7473028,35.21995556
"72","광주임곡",769744,"GJ-GSK-E1-0001","수질","천부",2014,126,44,49.73,35,13,15.74,41.23,10,126.7473028,35.21995556
"73","광주지석",NA,"GJ-NMK-E1-0002","수질","심부1",2014,126,49,59.52,35,4,57.81,28.31,30,126.8332,35.082725
"74","광주지석",769745,"GJ-NMK-E1-0003","수질","심부2",2014,126,49,59.52,35,4,57.81,28.31,80,126.8332,35.082725
"75","광주지석",769746,"GJ-NMK-E1-0001","수질","천부",2014,126,49,59.52,35,4,57.81,28.31,10,126.8332,35.082725
"76","구례냉천",NA,"JN-GRE-E1-0005","수질","심부1",2018,127,29,2.63,35,13,10.6,41.791,30,127.4840639,35.21961111
"77","구례냉천",737578,"JN-GRE-E1-0006","수질","심부2",2018,127,29,2.63,35,13,10.6,41.793,80,127.4840639,35.21961111
"78","구례냉천",737577,"JN-GRE-E1-0004","수질","천부",2018,127,29,2.63,35,13,10.6,41.782,10,127.4840639,35.21961111
"79","구례원촌",NA,"JN-GRE-E1-0002","수질","심부1",2011,127,26,14.88,35,18,58.69,127.3,30,127.4374667,35.31630278
"80","구례원촌",737580,"JN-GRE-E1-0003","수질","심부2",2011,127,26,14.88,35,18,58.69,127.3,81,127.4374667,35.31630278
"81","구례원촌",737579,"JN-GRE-E1-0001","수질","천부",2011,127,26,14.88,35,18,58.69,127.3,13,127.4374667,35.31630278
"82","구례토지",87257,"JN-GRE-L1-0001","국가","암반",2004,127,31,52,35,11,41,31.38,40,127.5291417,35.19787222
"83","나주봉황",65050,"JN-NJU-L1-0003","국가","암반",1999,126,47,20,34,57,42,20.198,70,126.786775,34.96481389
"84","나주봉황",65051,"JN-NJU-L1-0004","국가","충적",1999,126,47,20,34,57,42,20.184,8.5,126.786775,34.96481389
"85","나주삼도",11773,"JN-NJU-L1-0001","국가","암반",1996,126,44,2,35,2,6,10.24,67,126.7311528,35.03846389
"86","나주삼도",11774,"JN-NJU-L1-0002","국가","충적",1996,126,44,2,35,2,6,10.24,10.4,126.7311528,35.03846389
"87","나주왕곡",637537,"JN-NJU-L1-0005","국가","암반",2015,126,42,19,34,58,37,9.526,101,126.7052972,34.97721111
"88","나주죽석",NA,"JN-NJU-E1-0003","수질","심부1",2017,126,47,23.27,34,57,24.38,29.34,30,126.7897972,34.95677222
"89","나주죽석",769759,"JN-NJU-E1-0004","수질","심부2",2017,126,47,23.27,34,57,24.38,29.34,80,126.7897972,34.95677222
"90","나주죽석",769760,"JN-NJU-E1-0002","수질","천부",2017,126,47,23.27,34,57,24.38,29.34,10,126.7897972,34.95677222
"91","남원도통",5723,"JB-NMW-L1-0001","국가","암반",1995,127,24,13,35,24,59,108.332,60,127.4004639,35.41968333
"92","남원도통",5723,"JB-NMW-L1-0002","국가","충적",1995,127,24,13,35,24,59,108.292,10,127.4004639,35.41968333
"93","남원방동",NA,"JB-NMW-E1-0003","수질","심부1",2017,127,12,56.7,35,20,29.96,73.24,30,127.21575,35.34165556
"94","남원방동",769761,"JB-NMW-E1-0004","수질","심부2",2017,127,12,56.7,35,20,29.96,73.24,80,127.21575,35.34165556
"95","남원방동",769762,"JB-NMW-E1-0002","수질","천부",2017,127,12,56.7,35,20,29.96,73.24,10,127.21575,35.34165556
"96","남원사매",601714,"JB-NMW-L1-0003","국가","암반",2011,127,22,35,35,28,54,137.76,100,127.376525,35.48164444
"97","남원산곡",NA,"JB-NMW-E1-0006","수질","심부1",2017,NA,NA,NA,NA,NA,NA,172.72,30,127.3644583,35.42865
"98","남원산곡",771433,"JB-NMW-E1-0007","수질","심부2",2017,NA,NA,NA,NA,NA,NA,172.72,80,127.3644583,35.42865
"99","남원이백",637535,"JB-NMW-L1-0004","국가","암반",2015,127,28,10,35,27,8,211.987,98,127.4696722,35.4523
"100","남원택내",NA,"JB-NMW-E1-0009","수질","심부1",2017,127,17,33.24,35,20,0.7,60.66,30,127.2925667,35.33352778
"101","남원택내",737590,"JB-NMW-E1-0010","수질","심부2",2017,127,17,33.24,35,20,0.7,60.66,80,127.2925667,35.33352778
"102","남원택내",737589,"JB-NMW-E1-0008","수질","천부",2017,127,17,33.24,35,20,0.7,60.66,10,127.2925667,35.33352778
"103","담양금성",637536,"JN-DAM-L1-0002","국가","암반",2015,127,1,52,35,19,23,69.83,103,127.0312528,35.32315278
"104","담양담양",9898,"JN-DAM-L1-0001","국가","암반",1997,126,58,40,35,18,23,44.88,79,126.9750028,35.30929167
"105","담양연천",NA,"JN-DAM-E1-0002","수질","심부1",2010,NA,NA,NA,NA,NA,NA,114.5,30,NA,NA
"106","담양연천",NA,"JN-DAM-E1-0003","수질","심부2",2010,NA,NA,NA,NA,NA,NA,114.5,80,NA,NA
"107","담양연천",NA,"JN-DAM-E1-0001","수질","천부",2010,NA,NA,NA,NA,NA,NA,114.5,13.5,NA,NA
"108","담양월계",NA,"JN-DAM-E1-0005","수질","심부1",2010,NA,NA,NA,NA,NA,NA,135.6,35,126.9985667,35.40234444
"109","담양월계",771437,"JN-DAM-E1-0006","수질","심부2",2010,NA,NA,NA,NA,NA,NA,135.6,80,126.9985667,35.40234444
"110","담양월계",771438,"JN-DAM-E1-0004","수질","천부",2010,NA,NA,NA,NA,NA,NA,135.6,15.5,126.9985667,35.40234444
"111","담양천변",NA,"JN-DAM-E1-0008","수질","심부1",2010,NA,NA,NA,NA,NA,NA,45.4,34,126.9781472,35.30990556
"112","담양천변",771439,"JN-DAM-E1-0009","수질","심부2",2010,NA,NA,NA,NA,NA,NA,45.4,80,126.9781472,35.30990556
"113","담양천변",771440,"JN-DAM-E1-0007","수질","천부",2010,NA,NA,NA,NA,NA,NA,45.4,10,126.9781472,35.30990556
"114","목포용당",6721,"JN-MPK-L1-0001","국가","암반",1995,126,23,28,34,48,29,24.43,70,126.3910139,34.81158333
"115","무안몽탄",73527,"JN-MAN-L1-0002","국가","암반",2001,126,31,41,34,53,23,3.508,70,126.5261306,34.89289444
"116","무안무안",11775,"JN-MAN-L1-0001","국가","암반",1996,126,29,48,34,58,30,31.62,70,126.4915667,34.97725556
"117","무안월암",NA,"JN-MAN-E1-0008","수질","심부1",2014,126,29,37.93,34,51,12.99,11,54,126.4938694,34.85360833
"118","무안월암",769769,"JN-MAN-E1-0009","수질","심부2",2014,126,29,37.93,34,51,12.99,11,84,126.4938694,34.85360833
"119","무안월암",769770,"JN-MAN-E1-0007","수질","천부",2014,126,29,37.93,34,51,12.99,11,13,126.4938694,34.85360833
"120","무안일로",612054,"JN-MAN-L1-0004","국가","암반",2012,126,31,31,34,52,19,5.206,102,126.5254222,34.87194722
"121","무안해제",84029,"JN-MAN-L1-0003","국가","암반",2003,126,17,17,35,5,36,14.42,70,126.2860917,35.09648611
"122","보성겸백",65019,"JN-BSG-L1-0001","국가","암반",1998,127,9,0,34,49,31,120.65,71,127.1519778,34.82858611
"123","보성벌교",82034,"JN-BSG-L1-0002","국가","암반",2002,127,20,32,34,51,26,13.79,70,127.3403194,34.86040833
"124","보성보성",771365,"","국가","암반",2021,NA,NA,NA,NA,NA,NA,NA,NA,127.0178944,34.76816389
"125","보성예당",NA,"JN-BSG-E1-0002","수질","심부1",2011,127,11,42.45,34,46,43.07,26,30,127.195125,34.77863056
"126","보성예당",769773,"JN-BSG-E1-0003","수질","심부2",2011,127,11,42.45,34,46,43.07,26,80,127.195125,34.77863056
"127","보성예당",769774,"JN-BSG-E1-0001","수질","천부",2011,127,11,42.45,34,46,43.07,26,15,127.195125,34.77863056
"128","순창고원",NA,"JB-SNC-E1-0005","수질","심부1",2017,NA,NA,NA,NA,NA,NA,82.2,30,127.209625,35.39786111
"129","순창고원",771475,"JB-SNC-E1-0006","수질","심부2",2017,NA,NA,NA,NA,NA,NA,82.2,80,127.209625,35.39786111
"130","순창고원",771476,"JB-SNC-E1-0004","수질","천부",2017,NA,NA,NA,NA,NA,NA,82.2,10,127.209625,35.39786111
"131","순창순창",65055,"JB-SNC-L1-0001","국가","암반",1999,127,9,1,35,21,53,84.818,70,127.1482333,35.36792222
"132","순창순창",65056,"JB-SNC-L1-0002","국가","충적",1999,127,9,0,35,21,53,84.717,12.82,127.1482333,35.36792222
